MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):3926.10061002
=== SCORES ===
A_2	4172.73161478	1
A_4	3859.61049966	2
A_0	3569.00142975	3
A_5	3127.17522079	4
R_6	1712.9874998	5
R_58	1473.25435295	6
R_53	1445.27967279	7
A_3	1441.03290086	8
A_1	1415.93701878	9
R_42	1208.02495736	10
R_36	1041.51729422	11
R_0	887.117722758	12
R_52	877.712269257	13
R_15	841.140310515	14
R_48	706.250991745	15
R_17	667.108701234	16
R_35	575.26367105	17
R_16	557.852398232	18
R_33	504.656089413	19
R_8	490.892175129	20
R_7	484.548497054	21
R_40	478.90825374	22
R_56	435.63333856	23
R_23	425.83349436	24
R_31	362.58784926	25
R_39	266.438357168	26
R_22	209.468530896	27
R_20	207.064389361	28
R_54	158.488020724	29
R_25	153.826522814	30
R_12	132.561238645	31
R_24	123.187762009	32
R_18	103.871016653	33
R_3	93.7931806418	34
R_37	72.5961155681	35
R_5	-79.5647603921	36
R_60	-125.641784955	37
R_9	-142.666406874	38
R_46	-158.190294433	39
R_50	-168.590573144	40
R_59	-187.355654215	41
R_27	-203.874640059	42
R_44	-213.080066853	43
R_43	-256.218561891	44
R_49	-301.671938205	45
R_55	-369.248488671	46
R_63	-418.47571719	47
R_32	-438.051597821	48
R_30	-542.49660764	49
R_62	-572.178247686	50
R_19	-578.26169067	51
R_14	-581.758222133	52
R_4	-629.65248576	53
R_26	-649.68808905	54
R_41	-649.917929344	55
R_34	-671.177470191	56
R_2	-703.571410816	57
R_57	-796.470776862	58
R_47	-804.436872867	59
R_13	-823.217072267	60
R_29	-831.20267343	61
R_38	-846.732201181	62
R_51	-847.989280097	63
R_10	-997.88265331	64
R_21	-1018.57019522	65
R_1	-1034.15812898	66
R_61	-1161.41838713	67
R_11	-1171.22835622	68
R_45	-1364.22402061	69
R_28	-1653.76534668	70
