InstanceID	N1	N2	N3	N4	N5	N6	N7	X1	N8	N9	X2	Class
376	678.5448791315911	667.0016249603648	63.70054787361613	79.42586137589775	308.4231577043819	246.66600467579948	766.5415529634084	360.9368962544205	317.14883601102804	485.061115641468	1940.2574990894957	8.67
179	761.7894671121286	709.0785345589335	66.72685433834027	141.7466233032635	376.6777736556699	331.07439379599316	987.0167151662503	688.4340323613966	390.3934219914739	602.2976869963716	2366.9399754488945	12.0
354	697.1529865402903	641.7756885503721	66.72717707201235	74.06201423602388	345.41814221173894	316.66287237745576	900.5636337887207	634.3132475727995	367.5391208847782	570.5481624759132	2544.722132085236	19.33
385	835.0450745387203	737.780791649689	88.30887911987325	116.31323141626295	414.45396945679084	331.30178129297934	985.5744992204084	682.2302389010064	468.2502784311752	635.0132305312956	2683.3789395381855	12.67
173	713.5235606419844	704.7186092901618	79.22656294490828	121.72237241575621	386.6447236321081	287.1450260342571	899.203832454699	525.850273379271	556.952577146092	582.2741580663202	2302.6622343568038	14.67
404	547.8786474007399	489.67878710728394	74.85739033532771	107.05846754455114	122.63759910457274	176.91735608120013	657.0875048204007	435.9571669776294	282.9419177023152	513.8393880503717	1673.8998986226761	4.67
355	766.711873099396	416.8035701660604	61.00831421788875	56.74528634342494	170.90217098361197	187.7869969083904	837.1229239563202	362.94630511303126	473.4166762151449	540.8630725396063	2046.9894366802578	9.0
38	681.0304941278763	476.18210169411225	52.95740410538676	46.95434613669203	212.38438038375537	239.48437107359268	797.907280417732	508.13716928783043	350.4572905812791	449.2340674212378	2255.371721037107	22.33
174	724.4746955199906	334.95078583817644	61.62413576613061	132.34313876349842	172.09371492238608	196.73413456959386	887.4527952930649	539.3293425463381	509.85278989685685	617.812650286142	2258.777826037992	6.33
378	858.8898284470449	712.47858193132	104.76807931449558	104.8776290387584	226.6192862302107	293.61565519262246	1026.0088333895899	622.4244124810833	416.2757725995841	599.4128805629152	2535.574421341289	9.0
481	581.8384125897192	518.5135628633498	30.9003038830378	52.27097258879913	168.232718201589	292.7759435540687	810.7622091501887	531.134776928503	250.94258977353996	464.9444037661365	2133.4443861852433	23.0
251	821.0054982738428	681.398181757441	72.80482470022658	118.28474361627096	342.4029219694402	365.49883502810815	1028.8898946643963	668.4367177531923	239.1970426095296	593.3706846521536	2623.7224896537837	7.67
496	739.6249789929282	601.5320291898632	52.45125450438909	53.47610608521035	223.82556334521308	356.21222421498805	875.1858962196785	545.6395540615858	381.7206004203852	525.9289130620351	2641.3787055975163	20.0
111	537.7768729049671	490.62386448706843	34.59161202779445	43.18805737803974	162.60992198704196	245.84586313429438	651.5182276876769	431.9675149763483	255.14884872351547	325.2378172371985	1683.6842206844765	26.0
80	734.7964600855889	597.244796205094	53.862624456338516	62.16604570364056	248.64124196131525	317.13464661599374	902.987179311437	564.0945878271807	375.92586765079557	542.8588353139166	2742.7488324007427	17.33
63	649.1150951058341	573.1286922796814	47.982425500616415	62.02906535944776	202.49256887634692	303.9129513288765	833.0343313595994	524.6134956779175	324.30885362514186	507.779004683158	2366.6119659146243	23.33
208	950.2665135730094	728.6015592262893	76.65160023481887	154.45361667961527	350.06883552626385	352.96175705134704	1157.8767547636862	763.832550775168	620.6372698959337	750.0211183574498	2857.7011480102296	10.0
