N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	M0P0	M0P1	M1P0	M1P1	Class
1	0	0	0	0	0	0	103.8	1	0	0	0	2	1	0	1	1	0	0	1	2.45703815648
0	0	0	2	1	1	0	75.9	0	0	0	0	2	1	0	0	0	0	0	0	0.130767326159
2	0	1	2	0	2	0	58.2	0	0	0	1	1	0	0	1	1	0	0	0	43.8442110655
2	1	0	0	1	0	0	307.8	0	0	0	1	0	2	0	1	0	0	1	0	122.901640311
1	0	0	2	0	1	0	183.6	0	0	0	0	0	1	1	0	0	0	0	0	56.8711235942
0	1	0	0	0	0	1	65.1	1	0	1	0	1	0	1	2	0	0	1	1	40.9769565323
0	0	0	0	0	0	0	312.9	0	0	0	0	1	0	2	1	0	0	0	1	116.445587819
1	0	0	1	0	1	0	295.2	0	0	0	0	1	0	0	0	1	0	0	0	100.900057655
2	0	0	1	0	0	0	231.9	0	1	1	0	0	0	0	1	1	1	0	0	86.2103104222
1	0	0	0	0	1	0	81.9	0	0	0	0	0	0	1	0	0	0	0	0	32.4275727993
1	0	0	0	0	1	0	343.2	0	0	1	0	1	0	1	1	0	2	1	0	108.468251809
0	0	1	1	0	0	0	458.7	1	0	0	0	0	1	1	0	0	0	0	0	180.297898947
0	0	0	1	0	1	0	112.2	1	0	0	1	2	1	2	0	0	1	0	0	38.9840122156
1	1	0	1	0	1	1	171.6	0	1	0	1	0	2	1	0	0	0	0	0	89.9597802004
0	0	0	1	0	0	0	419.1	0	0	0	0	0	0	0	1	0	0	0	0	170.749372339
0	0	0	1	1	0	1	234.3	1	0	0	0	1	0	0	1	0	0	1	1	88.7221755277
1	1	0	2	0	0	0	27.9	0	0	0	0	0	0	1	0	1	0	0	0	5.55470646886
1	1	0	1	1	1	1	28.8	1	0	0	0	0	1	1	0	2	2	0	1	5.37216263325
0	0	0	2	0	0	0	431.7	0	1	0	0	0	1	1	2	1	1	0	0	175.570109458
0	0	0	1	0	1	1	43.8	0	0	0	0	1	0	2	1	2	2	1	1	48.5261526784
1	0	0	1	0	0	0	323.1	0	0	0	0	1	0	1	0	0	0	0	0	132.356969291
0	1	0	2	0	1	0	289.5	0	0	0	0	1	2	1	1	1	0	1	1	107.347158579
2	0	0	2	1	2	0	421.2	0	1	0	0	1	1	0	1	0	0	0	0	154.805511444
0	0	0	1	0	0	0	119.1	2	0	0	0	1	0	2	1	1	0	1	0	43.2767068872
1	0	0	1	0	0	0	448.5	0	0	0	0	1	0	1	0	0	1	0	0	152.980480569
0	1	0	1	0	0	0	126.0	0	0	0	0	2	1	1	0	0	1	0	0	99.016594797
1	0	0	0	0	1	0	219.3	0	0	0	0	2	0	0	0	1	0	1	1	78.8964266411
2	0	0	2	0	0	0	27.6	0	0	0	0	0	0	1	1	0	0	0	0	46.7154633316
0	0	0	1	0	1	0	178.5	0	0	1	0	1	1	2	0	1	2	0	1	75.1041881311
1	1	0	2	0	1	0	120.3	0	0	0	0	2	1	2	0	0	1	0	0	42.1945343835
1	0	0	0	0	1	0	428.1	1	1	0	0	1	1	0	0	1	1	1	1	158.860596071
2	1	0	0	0	2	0	285.6	0	0	0	0	1	1	0	1	0	0	0	0	104.294555637
0	0	0	1	0	1	0	325.5	0	0	0	0	0	0	0	1	0	0	0	1	126.124247199
0	0	0	2	0	0	0	467.4	0	0	0	1	0	0	1	0	0	0	0	0	176.948863047
